index,symbol,nr,timestamp,open,high,low,close,volume,release_script
10409,S,10410,10/25/2011 14:00,2.705,2.71,2.7,2.705,15200,10/26/2011 8:00
10410,S,10411,10/25/2011 14:01,2.71,2.71,2.7,2.71,28900,10/26/2011 8:00
10411,S,10412,10/25/2011 14:02,2.71,2.71,2.7,2.705,100300,10/26/2011 8:00
10412,S,10413,10/25/2011 14:03,2.7,2.71,2.7,2.71,48000,10/26/2011 8:00
10413,S,10414,10/25/2011 14:04,2.71,2.715,2.7,2.71,731100,10/26/2011 8:00
10414,S,10415,10/25/2011 14:05,2.71,2.71,2.7009,2.71,27800,10/26/2011 8:00
10415,S,10416,10/25/2011 14:06,2.71,2.72,2.7099,2.71,180000,10/26/2011 8:00
10416,S,10417,10/25/2011 14:07,2.72,2.72,2.71,2.71,49900,10/26/2011 8:00
10417,S,10418,10/25/2011 14:08,2.7112,2.72,2.7,2.705,144200,10/26/2011 8:00
10418,S,10419,10/25/2011 14:09,2.705,2.71,2.7,2.705,17800,10/26/2011 8:00
10419,S,10420,10/25/2011 14:10,2.705,2.71,2.7,2.7,40100,10/26/2011 8:00
10420,S,10421,10/25/2011 14:11,2.7,2.71,2.7,2.7,30200,10/26/2011 8:00
10421,S,10422,10/25/2011 14:12,2.7,2.71,2.695,2.705,365800,10/26/2011 8:00
10422,S,10423,10/25/2011 14:13,2.705,2.71,2.7,2.705,99100,10/26/2011 8:00
10423,S,10424,10/25/2011 14:14,2.71,2.71,2.7,2.705,14900,10/26/2011 8:00
10424,S,10425,10/25/2011 14:15,2.705,2.71,2.7,2.71,37900,10/26/2011 8:00
10425,S,10426,10/25/2011 14:16,2.705,2.71,2.7,2.71,28100,10/26/2011 8:00
10426,S,10427,10/25/2011 14:17,2.705,2.71,2.7,2.705,13200,10/26/2011 8:00
10427,S,10428,10/25/2011 14:18,2.71,2.71,2.7,2.702,24400,10/26/2011 8:00
10428,S,10429,10/25/2011 14:19,2.705,2.71,2.7,2.705,37200,10/26/2011 8:00
10429,S,10430,10/25/2011 14:20,2.705,2.71,2.7,2.705,20000,10/26/2011 8:00
10430,S,10431,10/25/2011 14:21,2.705,2.71,2.7,2.705,18900,10/26/2011 8:00
10431,S,10432,10/25/2011 14:22,2.7004,2.71,2.7,2.7004,18000,10/26/2011 8:00
10432,S,10433,10/25/2011 14:23,2.705,2.71,2.7,2.7005,26200,10/26/2011 8:00
10433,S,10434,10/25/2011 14:24,2.705,2.71,2.7,2.705,82100,10/26/2011 8:00
10434,S,10435,10/25/2011 14:25,2.71,2.72,2.7,2.7199,271500,10/26/2011 8:00
10435,S,10436,10/25/2011 14:26,2.715,2.72,2.71,2.71,54800,10/26/2011 8:00
10436,S,10437,10/25/2011 14:27,2.71,2.72,2.71,2.71,19100,10/26/2011 8:00
10437,S,10438,10/25/2011 14:28,2.715,2.72,2.71,2.71,29700,10/26/2011 8:00
10438,S,10439,10/25/2011 14:29,2.71,2.72,2.71,2.71,40200,10/26/2011 8:00
10439,S,10440,10/25/2011 14:30,2.71,2.7191,2.71,2.715,36400,10/26/2011 8:00
10440,S,10441,10/25/2011 14:31,2.71,2.7189,2.7,2.7,197100,10/26/2011 8:00
10441,S,10442,10/25/2011 14:32,2.7,2.71,2.7,2.7,20400,10/26/2011 8:00
10442,S,10443,10/25/2011 14:33,2.7,2.71,2.7,2.7002,36400,10/26/2011 8:00
10443,S,10444,10/25/2011 14:34,2.7,2.71,2.695,2.705,595900,10/26/2011 8:00
10444,S,10445,10/25/2011 14:35,2.705,2.71,2.7,2.705,27800,10/26/2011 8:00
10445,S,10446,10/25/2011 14:36,2.7,2.71,2.7,2.7,89100,10/26/2011 8:00
10446,S,10447,10/25/2011 14:37,2.71,2.71,2.7,2.705,45000,10/26/2011 8:00
10447,S,10448,10/25/2011 14:38,2.7009,2.71,2.7,2.705,54800,10/26/2011 8:00
10448,S,10449,10/25/2011 14:39,2.7079,2.71,2.7,2.71,60300,10/26/2011 8:00
