,timestamp,-55,-50,-45,-40,-35,-30,-25,-20,-15,-10,-5,5,10,15,20,25,30,35,40,45,50,55,ticker,120_before_vol,60_before_vol,30_before_vol,10_before_vol,5_before_vol,5_after_vol,10_after_vol,30_after_vol,60_after_vol,120_after_vol,Anger,Disgust,Fear,Joy,Sadness,Analytical,Confident,Tentative,Openness,Conscientiousness,Extraversion,Agreeableness,Emotional Range,Cat10,Cat2
10,4/24/12 17:00,560.6434509,560.541796,560.5234178,560.677745,560.7654914,560.8314067,560.675352,560.3191,560.1841333,559.7402,560.264,611.86288,610.82224,611.26116,612.04827,613.086968,613.65347,614.0649743,614.1913525,614.2083556,614.228488,614.0908073,AAPL,2.479905904,1.05128821,1.119831724,0.588622082,0.09989995,2.124949776,2.256757101,2.966462945,2.345636215,2.304845287,0.176632,0.133186,0.167231,0.569533,0.244611,0.615849,0,0.034724,0.454941,0.642815,0.515483,0.632578,0.723611,30_after,after
11,7/21/15 17:00,131.4228309,131.417316,131.4026133,131.38769,131.3676486,131.33533,131.287104,131.26838,131.2571733,131.24951,131.24584,0,0,0,0,0,0,0,0,0,0,0,AAPL,0.337179321,0.136478454,0.122043752,0.018600206,0.014314084,0,0,0,0,0,0.163524,0.136832,0.141136,0.567851,0.264379,0.729482,0,0.30531,0.522968,0.763873,0.827263,0.72057,0.786474,120_before,before
12,10/28/13 17:00,528.9523691,528.951564,528.99018,528.9274525,528.8943743,528.8491033,528.717404,528.644505,528.6814067,528.97781,529.42,536.23002,534.79255,533.6722333,533.17805,532.9566,532.6891133,532.1619543,531.31936,530.8869289,530.642436,530.49772,AAPL,0.824623551,0.539331119,0.58877403,0.622299682,0.055226805,1.383890892,2.121873076,1.984068539,2.956777384,2.849216693,0.123756,0.083796,0.088729,0.656221,0.195672,0.543987,0,0.169184,0.493261,0.849904,0.694556,0.615944,0.74405,60_after,after
13,7/26/16 17:00,97.30209273,97.308204,97.32243556,97.34147,97.35458286,97.37184333,97.390296,97.391615,97.38225333,97.36431,97.33662,0,0,0,0,0,0,0,0,0,0,0,AAPL,0.159124131,0.089831987,0.056868788,0.042275878,0.029949491,0,0,0,0,0,0.142294,0.128237,0.13069,0.575859,0.472766,0.775651,0,0.418863,0.460793,0.761261,0.793245,0.709675,0.777231,120_before,before
14,1/27/15 17:00,110.5604491,110.592392,110.6147689,110.6399325,110.6723229,110.7298767,110.741936,110.740675,110.7622933,110.74444,110.647,0,0,0,0,0,0,0,0,0,0,0,AAPL,0.387368862,0.230410743,0.100658445,0.134876159,0.126767504,0,0,0,0,0,0.157141,0.084199,0.112166,0.616092,0.534022,0.69585,0,0.115995,0.450634,0.864866,0.512063,0.500369,0.773192,120_before,before
15,1/24/12 17:00,421.5980127,421.576114,421.51746,421.42678,421.31172,421.1393433,420.971612,420.778265,420.86802,420.9167,420.6774,450.316,449.50101,449.2315333,449.16989,449.160792,449.1639933,449.0689657,448.7622525,448.5213822,448.398176,448.3344818,AAPL,0.705729741,0.69724467,0.650676286,0.309689468,0.210477552,1.772619531,1.58152605,0.962557811,1.254675187,1.208854589,0.165107,0.122155,0.433559,0.5784,0.223377,0.673961,0,0.000646,0.518241,0.653272,0.750288,0.624576,0.748744,5_after,after
16,4/26/16 17:00,104.6511509,104.642824,104.6348067,104.609125,104.5831457,104.56729,104.537408,104.50259,104.4553333,104.4051,104.3542,0,0,0,0,0,0,0,0,0,0,0,AAPL,0.138853659,0.137419433,0.135414488,0.070846391,0.049357877,0,0,0,0,0,0.158288,0.131211,0.142796,0.580848,0.522404,0.753615,0,0.051138,0.531312,0.777481,0.864954,0.779902,0.83446,120_before,before
17,4/23/13 17:00,407.0895636,407.215624,407.3236044,407.35368,407.3412914,407.2601733,407.245808,407.106255,406.9696667,406.8505,406.4382,395.644,398.59,400.73734,403.438005,404.348604,404.86917,405.3158514,405.1636225,404.6438867,404.167118,403.9425436,AAPL,1.24483792,0.813002749,0.527932993,0.599406605,0.405254488,2.167793809,3.777770183,5.487976765,4.507424061,3.472369417,0.14646,0.148735,0.138075,0.585147,0.52894,0.732671,0,0.348673,0.517723,0.826752,0.868765,0.799803,0.707024,30_after,after
18,7/23/13 17:00,420.8354236,420.681764,420.5511244,420.383515,420.2145886,420.0743867,419.955264,419.67344,419.4775867,419.2985,418.968,438.855,438.3384,437.9436667,437.5648,437.24024,437.09187,437.0822314,437.1706025,437.3252022,437.546082,437.7901109,AAPL,1.264380718,1.123206664,0.752183387,0.389943372,0.046043458,1.375881536,1.09568854,1.201584501,1.457787774,2.896773563,0.147275,0.435173,0.154851,0.576087,0.557877,0.681945,0,0.426308,0.300479,0.607536,0.542276,0.592718,0.707375,120_after,after
19,10/25/12 17:00,608.3662109,608.30505,608.2027222,608.0467875,608.0004714,607.94605,607.89782,608.047175,607.92102,608.62733,609.25398,606.537,607.9644,609.3675933,609.941695,610.198276,610.37673,610.2697686,610.0025475,609.8663089,609.894078,610.0087255,AAPL,1.726217491,1.101397702,1.004189665,0.769037109,0.468544771,1.427706202,2.315708013,2.21821941,1.804423357,2.710491263,0.171571,0.14677,0.148691,0.578226,0.249738,0,0,0.693972,0.475418,0.700243,0.73019,0.632457,0.772269,120_after,after
20,4/27/15 17:00,132.7502909,132.754862,132.7612644,132.767015,132.7819714,132.7904133,132.78326,132.76913,132.7398333,132.71775,132.74524,0,0,0,0,0,0,0,0,0,0,0,AAPL,0.09553168,0.078289676,0.065763792,0.044322135,0.020542347,0,0,0,0,0,0.1432,0.11312,0.113441,0.597266,0.245369,0.207012,0,0.076346,0.249613,0.634723,0.70137,0.71185,0.657607,120_before,before
21,10/27/15 17:00,115.0879891,115.043918,115.0128289,115.0026,115.0009543,115.0076733,115.027608,115.065565,115.1211933,115.15822,115.16032,0,0,0,0,0,0,0,0,0,0,0,AAPL,0.433410901,0.258012288,0.137206668,0.066971384,0.077555316,0,0,0,0,0,0.150524,0.127367,0.099177,0.610194,0.479048,0.64901,0,0.035755,0.426476,0.776595,0.699783,0.734755,0.774391,120_before,before
22,2/12/14 16:30,17.96862182,17.964884,17.96442667,17.96548,17.96552,17.96810667,17.97236,17.9752,17.97593333,17.9759,17.9798,17.969,17.9575,17.94884667,17.947635,17.944508,17.94342333,17.94342333,17.94342333,17.94342333,17.94342333,17.94342333,AMAT,0.045078572,0.021818197,0.01493376,0.006773314,0.009418068,0.009617692,0.01844662,0.014224135,0.014224135,0.014224135,0.137682,0.0965,0.119058,0.581984,0.231281,0.626128,0,0,0.509315,0.803852,0.862791,0.69828,0.552114,120_before,before
23,8/15/13 16:30,15.31928545,15.316942,15.31696889,15.3194725,15.32104,15.32155,15.32346,15.325325,15.3291,15.3368,15.332,15.478,15.6,15.60226667,15.5921,15.60696,15.61713333,15.61857143,15.629875,15.64566667,15.66428,15.68389091,AMAT,0.031044392,0.016862747,0.013214641,0.012299955,0.010954451,0.126570139,0.162069944,0.100252692,0.129098303,0.148446632,0.139647,0.12789,0.117496,0.604587,0.218859,0.681677,0,0.011449,0.501069,0.937355,0.869989,0.891361,0.730244,10_after,after
24,11/13/14 16:30,22.76617455,22.759692,22.75132444,22.74149,22.72956286,22.71849333,22.717992,22.736,22.746,22.751,22.736,22.71998,22.68799,22.67586,22.677395,22.67698,22.68098333,22.68098333,22.68098333,22.68098333,22.68098333,22.68098333,AMAT,0.07457182,0.062026292,0.044310713,0.018226964,0.013038405,0.029129058,0.043330268,0.028537424,0.028537424,0.028537424,0.153698,0.121955,0.136655,0.583405,0.21851,0.707673,0,0.443698,0.502339,0.702268,0.809478,0.707409,0.586146,120_before,before
25,11/16/11 16:30,12.55912364,12.547776,12.53573333,12.525075,12.51708571,12.5066,12.50292,12.5022,12.48793333,12.4745,12.466,12.03492,12.05546,12.04024,12.01726,11.991408,11.98014,11.96186286,11.946415,11.93555778,11.925242,11.91195091,AMAT,0.07943448,0.069708903,0.031785499,0.014424131,0.013874437,0.030100365,0.037657881,0.070083677,0.098072115,0.13458561,0.158486,0.127033,0.152596,0.542966,0.274161,0.749672,0,0.023284,0.611497,0.669027,0.870391,0.807965,0.547789,120_after,after
26,2/16/12 16:30,13.19259455,13.194054,13.19695111,13.19957,13.20193714,13.20409333,13.204712,13.19965,13.1932,13.1909,13.184,13.8077,13.73785,13.67963333,13.657475,13.630148,13.61435667,13.59987714,13.5821925,13.56316,13.549844,13.54531273,AMAT,0.032054777,0.019697723,0.015616502,0.011318127,0.0041833,0.00435316,0.084291838,0.104633098,0.108026147,0.149773932,0.16033,0.130662,0.445715,0.231938,0.279837,0.72311,0,0.282224,0.592006,0.705371,0.854319,0.889328,0.470139,120_after,after
27,11/15/12 16:30,10.27418182,10.2763,10.27855556,10.28175,10.2858,10.29076667,10.29756,10.30495,10.3016,10.2949,10.291,10.26246,10.24423,10.21448,10.19436,10.185892,10.17517667,10.16928857,10.1621275,10.15544667,10.150602,10.14639455,AMAT,0.041334001,0.025301766,0.024536649,0.008102812,0.010246951,0.016039264,0.027933176,0.055333588,0.053163353,0.060149753,0.153183,0.131006,0.137787,0.598915,0.243503,0.711894,0,0.024884,0.462484,0.709326,0.730532,0.861514,0.495933,120_after,after
28,8/13/15 16:30,17.05954727,17.060202,17.06503333,17.072355,17.07340286,17.07780333,17.0788,17.07675,17.07099333,17.06299,17.07398,17.079,17.076,17.0649,17.056925,17.05174,17.04828333,17.04828333,17.04828333,17.04828333,17.04828333,17.04828333,AMAT,0.057537718,0.028228213,0.018075769,0.014142171,0.018174213,0.01118034,0.008181958,0.020622934,0.020622934,0.020622934,0.16603,0.12928,0.140777,0.513618,0.286155,0.661044,0,0.339727,0.479167,0.792443,0.861217,0.770503,0.564855,120_before,before
29,8/18/16 16:30,27.52394364,27.518838,27.51348667,27.5047975,27.49565429,27.48743,27.474716,27.459395,27.45152667,27.44518,27.43636,27.4,27.3935,27.40453333,27.4139,27.41232,27.40943333,27.40943333,27.40943333,27.40943333,27.40943333,27.40943333,AMAT,0.06393611,0.059207672,0.042256688,0.012951259,0.010923507,0.013038405,0.0161762,0.02460004,0.02460004,0.02460004,0.150219,0.102765,0.10469,0.584545,0.240778,0.664112,0.082705,0,0.419922,0.798273,0.830864,0.86308,0.410137,120_before,before
30,5/17/12 16:30,10.52177818,10.517856,10.51437556,10.5109225,10.50948286,10.50736333,10.505836,10.504295,10.50133333,10.4965,10.493,10.586,10.57514,10.56842667,10.57539,10.579332,10.58628,10.58338286,10.58046,10.57940667,10.576994,10.57286,AMAT,0.032435769,0.025248306,0.010406314,0.010013879,0.01396424,0.038470768,0.034152866,0.031285685,0.032821867,0.032897594,0.150452,0.137089,0.155938,0.549959,0.267251,0.742974,0,0.469947,0.570166,0.651282,0.827018,0.87413,0.435852,5_after,after
31,5/15/14 16:30,18.54154545,18.5362,18.53066667,18.532125,18.53628571,18.53883333,18.5412,18.5365,18.534,18.5325,18.545,18.558,18.5685,18.57013333,18.56985,18.56948,18.56981,18.56981,18.56981,18.56981,18.56981,18.56981,AMAT,0.065713339,0.02900431,0.015472445,0.012920698,0.012247449,0.018506756,0.014804279,0.011864481,0.011864481,0.011864481,0.146544,0.113776,0.113564,0.578265,0.250097,0.686396,0,0.263589,0.525753,0.885293,0.780557,0.73826,0.617571,120_before,before
32,11/17/16 16:30,30.39756182,30.400718,30.40424222,30.4085225,30.4167,30.42304667,30.429624,30.43178,30.43137333,30.43506,30.43912,30.456,30.49741,30.51762,30.529755,30.537204,30.53794667,30.53794667,30.53794667,30.53794667,30.53794667,30.53794667,AMAT,0.105414152,0.041563723,0.025383225,0.01444193,0.013837341,0.018165902,0.055857725,0.040740997,0.040740997,0.040740997,0.151781,0.088522,0.099581,0.576741,0.259569,0.672445,0.109133,0,0.456631,0.730513,0.818302,0.744515,0.475238,120_before,before
33,11/14/13 16:30,17.60598364,17.603478,17.60364222,17.6027225,17.60084,17.60365333,17.609592,17.62174,17.632,17.6335,17.638,17.631,17.63548,17.63697333,17.64423,17.64698,17.64647667,17.64647667,17.64647667,17.64647667,17.64647667,17.64647667,AMAT,0.050854823,0.029243042,0.032693126,0.009189366,0.002236068,0.004472136,0.005249508,0.016173609,0.016173609,0.016173609,0.150718,0.104559,0.114957,0.578995,0.477135,0.76768,0,0.001539,0.535237,0.849829,0.735193,0.752074,0.514263,120_before,before
34,2/11/15 16:30,24.1138,24.11128,24.10964444,24.1085375,24.10982857,24.10847,24.106356,24.105445,24.10526,24.1149,24.1258,24.157,24.184,24.19904,24.20753,24.216424,24.22060333,24.22060333,24.22060333,24.22060333,24.22060333,24.22060333,AMAT,0.066842719,0.020899655,0.017385097,0.016249444,0.008318654,0.036469165,0.032011283,0.029852327,0.029852327,0.029852327,0.150074,0.130651,0.146345,0.553865,0.254514,0.726857,0,0.344913,0.551614,0.74142,0.834168,0.774973,0.461074,120_before,before
35,5/14/15 16:30,19.93354545,19.9345,19.93511111,19.936375,19.93757143,19.941,19.9448,19.94975,19.95233333,19.9575,19.959,19.957,19.957,19.95766667,19.959,19.958736,19.96044667,19.96044667,19.96044667,19.96044667,19.96044667,19.96044667,AMAT,0.021710741,0.015607066,0.016267343,0.006992059,0,0.004472136,0.004249183,0.006901567,0.006901567,0.006901567,0.162202,0.124697,0.122215,0.550693,0.253744,0,0,0.770435,0.554183,0.795951,0.92436,0.876241,0.548868,120_before,before
36,8/14/14 16:30,21.14888727,21.152876,21.15877333,21.16472,21.17413143,21.18015333,21.181648,21.181065,21.18899333,21.18449,21.18898,21.167,21.1665,21.16567333,21.166255,21.1656,21.16583333,21.16583333,21.16583333,21.16583333,21.16583333,21.16583333,AMAT,0.033603674,0.037770564,0.018106595,0.009554574,0.010947694,0.012747549,0.010658851,0.00885311,0.00885311,0.00885311,0.152997,0.124412,0.153552,0.543663,0.503084,0.666603,0,0.131833,0.599106,0.755309,0.863928,0.706242,0.588946,60_before,before
37,11/12/15 16:30,16.65774,16.663514,16.66823778,16.6788925,16.69187714,16.70735667,16.716832,16.72104,16.71558667,16.72288,16.753,16.7568,16.7564,16.75626667,16.75795,16.75716,16.76313333,16.76313333,16.76313333,16.76313333,16.76313333,16.76313333,AMAT,0.05623335,0.05955377,0.036358528,0.028329404,0.027018512,0.010473777,0.007880355,0.016328976,0.016328976,0.016328976,0.174528,0.125984,0.124929,0.533256,0.257523,0.706797,0,0.222802,0.520358,0.817707,0.923681,0.824391,0.594752,60_before,before
38,2/18/16 16:30,17.09772727,17.0972,17.09288889,17.087875,17.08985714,17.0885,17.083,17.08025,17.08066667,17.0785,17.085,17.098,17.104,17.10618,17.102085,17.098068,17.09822333,17.09822333,17.09822333,17.09822333,17.09822333,17.09822333,AMAT,0.02778354,0.023605006,0.015447352,0.008834906,0.006519202,0.006708204,0.010593499,0.013906201,0.013906201,0.013906201,0.173468,0.114499,0.134022,0.522508,0.25872,0.747294,0,0.334745,0.536432,0.795743,0.920882,0.878703,0.494867,120_before,before
39,5/19/16 16:30,19.77236364,19.7727,19.77266667,19.77425,19.77942857,19.785,19.786,19.78825,19.79433333,19.7915,19.789,19.801,19.80571,19.80134,19.798255,19.791864,19.78672,19.78672,19.78672,19.78672,19.78672,19.78672,AMAT,0.03013828,0.021202548,0.013373503,0.009660918,0.0083666,0.007582875,0.007075851,0.020233324,0.020233324,0.020233324,0.154044,0.087116,0.114374,0.589895,0.22919,0.678645,0,0.494714,0.52394,0.696377,0.779184,0.721103,0.456858,120_before,before
40,5/16/13 16:30,14.67864364,14.672428,14.66736444,14.666785,14.66732571,14.67037667,14.670396,14.667245,14.65999333,14.65,14.639,14.59902,14.58652,14.56501333,14.538925,14.52814,14.52961333,14.54209714,14.568835,14.59885333,14.628468,14.65178909,AMAT,0.038821291,0.034967368,0.02050039,0.018708287,0.018165902,0.017451418,0.019148298,0.053402646,0.165219076,0.128663573,0.171625,0.122709,0.134533,0.554296,0.281568,0.609445,0,0.324809,0.366471,0.847486,0.820097,0.862434,0.626603,60_after,after
41,8/15/12 16:30,11.82158909,11.819546,11.81738444,11.81565,11.81534286,11.82006667,11.82368,11.8256,11.82513333,11.8257,11.816,11.426,11.4355,11.44566667,11.45125,11.454256,11.46977667,11.49480857,11.519505,11.54558222,11.562424,11.58147636,AMAT,0.021302393,0.01836072,0.01251739,0.013515834,0.012942179,0.065421709,0.058805234,0.05337004,0.137969285,0.159433256,0.154015,0.137871,0.150381,0.572959,0.268346,0.710744,0,0.241865,0.610094,0.674628,0.878832,0.858577,0.533131,120_after,after
42,2/13/13 16:30,13.73687636,13.737764,13.73873556,13.7404525,13.74037429,13.74302,13.746784,13.74923,13.74647333,13.7505,13.755,13.831,13.868,13.86066667,13.8695,13.8878,13.8975,13.90642857,13.9124,13.91719333,13.920074,13.91979455,AMAT,0.018586991,0.014071229,0.015043005,0.014424131,0.014142136,0.030903074,0.04762119,0.053478162,0.046789696,0.076573618,0.165747,0.12889,0.134007,0.556852,0.251688,0.502543,0,0.407813,0.430352,0.85103,0.766124,0.827049,0.587972,120_after,after
43,7/18/13 17:00,4.59182,4.5958,4.602713333,4.6098025,4.617431429,4.6237,4.627524,4.62765,4.6258,4.6247,4.63,4.031,4.0322,4.024473333,4.009355,4.005672,4.004133333,3.998397143,3.99619,3.995391111,3.994588,3.993187273,AMD,0.075766798,0.042061406,0.014642545,0.010022752,0.010606602,0.024083189,0.018794266,0.02750381,0.024230812,0.054705125,0.166294,0.109515,0.114596,0.555148,0.233402,0,0,0.665453,0.429705,0.825418,0.800359,0.848125,0.558521,120_before,before
44,10/27/11 17:00,5.534410909,5.531352,5.526502222,5.518065,5.509788571,5.50492,5.501304,5.50338,5.505173333,5.50427,5.51454,5.8316,5.8016,5.8024,5.79074,5.782512,5.775593333,5.771362857,5.7696825,5.770428889,5.772348,5.775156364,AMD,0.042835299,0.0376626,0.017529549,0.017256628,0.016623718,0.057473516,0.054956569,0.043056298,0.038141923,0.07568495,0.145515,0.113088,0.106278,0.578232,0.535164,0.673853,0,0.014675,0.411693,0.730408,0.60044,0.421684,0.643265,120_after,after
45,1/19/16 17:00,1.990730909,1.988704,1.985115556,1.981605,1.979262857,1.976973333,1.974168,1.97196,1.968333333,1.962,1.961,0,0,0,0,0,0,0,0,0,0,0,AMD,0.026523573,0.018705587,0.011548725,0.002581989,0.002236068,0,0,0,0,0,0.18457,0.101459,0.127634,0.553073,0.239969,0.629273,0,0.16818,0.455579,0.65614,0.607703,0.272814,0.635144,120_before,before
46,10/15/15 17:00,2.034901818,2.035722,2.036357778,2.0372775,2.037317143,2.037203333,2.038044,2.03947,2.04034,2.04151,2.04202,0,0,0,0,0,0,0,0,0,0,0,AMD,0.007900728,0.006156005,0.004639224,0.002408527,0.002720662,0,0,0,0,0,0.167565,0.104415,0.14702,0.576185,0.230738,0.741203,0,0.001057,0.564878,0.810834,0.839572,0.768366,0.596969,120_before,before
47,10/16/14 17:30,2.64136,2.643716,2.646564444,2.65001,2.654868571,2.65851,2.661248,2.66231,2.663446667,2.66767,2.6679,0,0,0,0,0,0,0,0,0,0,0,AMD,0.018157448,0.022034386,0.009667983,0.002444972,0.002655184,0,0,0,0,0,0.170564,0.11017,0.118058,0.564253,0.217988,0.691553,0,0.049821,0.494647,0.738401,0.598145,0.281657,0.658182,60_before,before
48,1/22/13 17:00,2.442738182,2.441462,2.440402222,2.4388275,2.43766,2.436423333,2.435768,2.43671,2.438013333,2.44091,2.446,2.62,2.61442,2.617613333,2.62172,2.626576,2.629813333,2.637411429,2.646415,2.65226,2.656334,2.657212727,AMD,0.010718663,0.009909204,0.006926943,0.006588955,0.0041833,0.015811388,0.01313577,0.017158586,0.033292204,0.025761837,0.190289,0.107295,0.130776,0.512242,0.549056,0.747698,0,0.023799,0.416594,0.834799,0.542997,0.4254,0.750428,60_after,after
49,10/17/13 17:30,4.117283636,4.116012,4.115015556,4.1153925,4.115162857,4.114976667,4.114572,4.114405,4.115206667,4.11681,4.11762,0,0,0,0,0,0,0,0,0,0,0,AMD,0.006083652,0.006930554,0.003922674,0.003320793,0.002381596,0,0,0,0,0,0.158068,0.047057,0.037601,0.30464,0.325192,0,0,0,0.25299,0.275421,0.543119,0.597517,0.313755,60_before,before
50,4/16/15 17:30,2.794130909,2.7955,2.796891111,2.79725,2.797142857,2.796833333,2.7968,2.79625,2.796,2.795,2.796,0,0,0,0,0,0,0,0,0,0,0,AMD,0.014379783,0.007315465,0.003074739,0.003333333,0.0041833,0,0,0,0,0,0.196757,0.097523,0.149825,0.59031,0.546861,0.807431,0,0.3258,0.496301,0.751137,0.751233,0.654098,0.604673,120_before,before
51,7/17/14 17:30,4.528996364,4.53116,4.531384444,4.530585,4.531394286,4.532456667,4.533548,4.534965,4.536233333,4.53615,4.53598,0,0,0,0,0,0,0,0,0,0,0,AMD,0.025745527,0.011315451,0.006854431,0.003920672,0.004159567,0,0,0,0,0,0.160598,0.115489,0.117424,0.588983,0.239259,0.74778,0.105866,0,0.416538,0.834695,0.719324,0.713353,0.631286,120_before,before
52,1/31/17 17:00,10.38553091,10.384086,10.38420667,10.3847325,10.37983714,10.37147667,10.363572,10.361055,10.36000667,10.35851,10.35598,0,0,0,0,0,0,0,0,0,0,0,AMD,0.032032806,0.025319748,0.020734673,0.007851744,0.008234197,0,0,0,0,0,0.155621,0.117492,0.133249,0.555155,0.262997,0.723594,0,0.017394,0.549792,0.747041,0.810675,0.701886,0.588965,120_before,before
53,4/21/16 17:00,2.609218182,2.609938,2.610931111,2.6117275,2.612691429,2.61464,2.615768,2.61546,2.615253333,2.61549,2.61498,0,0,0,0,0,0,0,0,0,0,0,AMD,0.035905706,0.0077531,0.005990199,0.004962179,0.00705351,0,0,0,0,0,0.185949,0.137452,0.14099,0.526089,0.246438,0.728717,0.025352,0,0.533856,0.844119,0.906593,0.907301,0.61857,120_before,before
54,7/19/12 17:00,4.850845455,4.84943,4.847477778,4.84525,4.843285714,4.8435,4.8474,4.85125,4.854666667,4.855,4.852,4.565,4.53388,4.48632,4.45749,4.439772,4.421143333,4.406122857,4.3958575,4.387784444,4.380606,4.371209091,AMD,0.060886138,0.017079383,0.014090226,0.006666667,0.0083666,0.018708287,0.043046352,0.087212676,0.087839031,0.08139346,0.159834,0.120217,0.137467,0.538965,0.280151,0.726749,0,0.023922,0.502557,0.8505,0.762157,0.870371,0.571477,60_after,after
55,1/24/12 17:00,6.640378182,6.637216,6.632573333,6.627145,6.622451429,6.613526667,6.605012,6.595345,6.587346667,6.57569,6.5604,6.3738,6.39489,6.402926667,6.423945,6.453756,6.473463333,6.49354,6.5127525,6.532757778,6.548182,6.559256364,AMD,0.05219173,0.040288345,0.037334702,0.027590757,0.033515668,0.051596512,0.045230139,0.083942133,0.112824561,0.105196126,0.188411,0.12586,0.142152,0.55343,0.27323,0.76373,0,0.049076,0.541708,0.831025,0.773406,0.845202,0.540935,60_after,after
