ticker,timestamp,120_before_vol,60_before_vol,30_before_vol,10_before_vol,5_before_vol,5_after_vol,10_after_vol,30_after_vol,60_after_vol,120_after_vol,Anger,Disgust,Fear,Joy,Sadness,Analytical,Confident,Tentative,Openness,Conscientiousness,Extraversion,Agreeableness,Emotional Range,Cat10,Cat2
CMCSA,7/23/15 08:30,0.052734611,0.060771266,0.01741996,0.009839879,0.012041595,0,0,0,0,0,0.175404,0.145715,0.129013,0.588031,0.23186,0.665943,0.459618,0,0.53044,0.789567,0.914204,0.784167,0.728613,60_before,before
CMCSA,2/13/13 08:30,0.034253849,0.040659931,0.027409795,0.012892759,0.015378622,0.269666461,0.183387813,0.106177297,0.077450208,0.068061157,0.169946,0.132871,0.106184,0.582428,0.227438,0.672091,0.588441,0,0.406564,0.804177,0.89831,0.82053,0.710721,5_after,after
CMCSA,1/28/14 08:30,0.17200228,0.130333095,0.055148854,0.034705107,0.01396424,0,0,0,0,0,0.154083,0.114959,0.10458,0.619412,0.224638,0.609299,0.168803,0,0.347224,0.832599,0.90512,0.899045,0.691024,120_before,before
CMCSA,7/27/16 08:30,0.144254367,0.052925126,0.027671228,0.022525048,0.024572342,0,0,0,0,0,0.180255,0.146018,0.132181,0.55525,0.259405,0.59689,0,0.161236,0.512463,0.900677,0.98625,0.962326,0.791257,120_before,before
CMCSA,7/31/13 08:30,0.06769675,0.070018034,0.060751463,0.027284509,0.022472205,0.130843418,0.101629829,0.353748988,0.32193976,0.317418434,0.169932,0.111458,0.113431,0.565836,0.520011,0.434481,0,0.050606,0.29468,0.810192,0.901504,0.83629,0.80483,30_after,after
CMCSA,5/2/12 08:30,0.06353966,0.065321044,0.039027121,0.010677333,0.013416408,0.169322178,0.118350938,0.077896926,0.101118674,0.092154664,0.188356,0.141378,0.142565,0.614034,0.247075,0.587348,0,0.03502,0.465219,0.858107,0.901284,0.938766,0.674719,5_after,after
CMCSA,2/24/15 08:30,0.101306807,0.053656627,0.054486909,0.011264872,0.009975069,0,0,0,0,0,0.157511,0.110175,0.107239,0.587739,0.247889,0.639234,0.402301,0,0.393367,0.786783,0.927456,0.853723,0.736123,120_before,before
CMCSA,5/4/15 07:30,0.067469567,0.034824137,0.023058252,0.01025242,0.007582875,0,0,0,0,0,0.181418,0.125652,0.113151,0.628282,0.249589,0.518206,0.524656,0,0.514984,0.884464,0.960135,0.952464,0.780089,120_before,before
CMCSA,10/30/13 08:30,0.058490997,0.03550247,0.029374851,0.021628171,0.025149553,0,0,0,0,0,0.433847,0.11533,0.096012,0.61443,0.325662,0.708853,0.409915,0,0.349746,0.802416,0.91612,0.75319,0.776763,120_before,before
CMCSA,10/24/15 08:30,0.060273468,0.038610634,0.02073367,0.017802934,0.020186629,0,0,0,0,0,0.429975,0.121616,0.123729,0.576103,0.25981,0.715802,0.485053,0,0.493429,0.879783,0.984132,0.916303,0.787545,120_before,before
CMCSA,10/26/12 08:30,0.064803948,0.048854538,0.045269782,0.017709069,0.020736441,0.081547532,0.087577781,0.094560724,0.120779343,0.121310175,0.183757,0.104707,0.110834,0.570147,0.233046,0.710383,0.140017,0,0.539473,0.831664,0.961536,0.812708,0.771696,120_after,after
CSCO,8/13/14 16:30,0.035601085,0.021253489,0.020949144,0.008819171,0.0125499,0.009082951,0.01296152,0.014978255,0.014978255,0.014978255,0.192245,0.145848,0.140293,0.50389,0.520633,0.808099,0,0.41361,0.546547,0.835354,0.913723,0.877763,0.74719,120_before,before
CSCO,5/18/16 16:30,0.044846009,0.034495106,0.026699974,0.034562382,0.021679483,0.01440486,0.017861206,0.023626918,0.023626918,0.023626918,0.185457,0.109877,0.121742,0.487864,0.526549,0.195495,0,0.675111,0.702465,0.840308,0.882513,0.848767,0.688742,120_before,before
CSCO,5/9/12 16:30,0.050983073,0.047825406,0.041907192,0.017032309,0.007071068,0.083845095,0.05827416,0.057530506,0.061082939,0.067361903,0.192898,0.453918,0.16026,0.540356,0.243477,0.758224,0,0.597276,0.556236,0.807202,0.910327,0.918973,0.67973,5_after,after
CSCO,11/13/13 16:30,0.052753591,0.035755727,0.040390167,0.013098533,0.011781341,0.008944272,0.006480955,0.012228553,0.012228553,0.012228553,0.183476,0.124391,0.128816,0.540681,0.513419,0,0,0.734225,0.555252,0.838354,0.93805,0.877333,0.67786,120_before,before
CSCO,11/12/14 16:30,0.054225048,0.060032422,0.021249927,0.008810152,0.008674215,0.0041833,0.006593001,0.007050224,0.007050224,0.007050224,0.204532,0.129202,0.133427,0.522966,0.515116,0.844266,0.032132,0,0.516306,0.846628,0.933565,0.903048,0.691549,60_before,before
